Date,Stock,macro_gdp,macro_cpi,macro_csent,macro_candh,macro_retailsal,macro_indpro,macro_bondyd,macro_ppiaco,macro_DCOILBRENTEU,Debt to Equity Ratio,Return on Assets,TTM Net EPS,PE Ratio,FF-RmxRf,FF-SMB,FF-HML,FF-Rf,adjusted,sma3,sma13,sma20,ema14,rsi14,macd,signal,Social Media Sentiment,ret,ret1
4/1/2020,HD,17378.71,-0.67,71.80,-1.27,375918.00,84.96,0.66,185.50,2.08,-17.83,0.20,10.06,20.66,0.14,0.02,-0.01,0.00,190.64,211.98,215.21,204.68,210.73,50.90,7.55,5.69,-0.01,0.03,0.17
5/1/2020,HD,17378.71,0.00,72.30,0.94,442045.00,86.33,0.67,188.60,4.02,-154.02,0.21,10.91,23.14,0.06,0.02,-0.05,0.00,222.88,211.14,217.75,206.02,214.07,60.75,8.10,6.10,0.02,0.17,0.06
6/1/2020,HD,17378.71,0.55,78.10,0.47,472249.00,91.75,0.73,191.20,4.02,-154.02,0.21,10.91,23.14,0.02,0.03,-0.02,0.00,236.40,228.70,222.00,209.06,218.69,63.72,8.51,6.65,0.04,0.06,0.04
7/1/2020,HD,18743.72,0.51,72.50,0.10,481169.00,95.24,0.62,193.00,4.02,-154.02,0.21,10.91,23.14,0.06,-0.02,-0.01,0.00,245.13,247.40,226.23,213.05,223.90,65.68,8.83,7.20,0.00,0.04,0.09
8/1/2020,HD,18743.72,0.32,74.10,0.01,482391.00,96.12,0.65,194.30,3.18,42.60,0.21,11.56,22.06,0.08,0.00,-0.03,0.00,266.33,262.16,231.30,218.53,231.38,69.97,9.82,7.78,0.14,0.09,-0.01
9/1/2020,HD,18743.72,0.14,80.40,0.12,492700.00,96.07,0.68,195.50,3.18,42.60,0.21,11.56,22.06,-0.04,0.00,-0.03,0.00,263.28,271.08,236.10,223.42,237.26,68.08,10.09,8.29,-0.16,-0.01,0.02
10/1/2020,HD,18924.26,0.04,81.80,0.01,490826.00,96.83,0.79,196.50,3.18,42.60,0.21,11.56,22.06,-0.02,0.04,0.04,0.00,268.81,278.88,240.07,228.10,243.11,69.20,10.31,8.72,0.02,0.02,-0.02
11/1/2020,HD,18924.26,-0.06,76.90,-0.08,486833.00,97.12,0.87,198.30,2.66,20.40,0.20,13.37,22.18,0.12,0.06,0.02,0.00,263.51,277.41,243.35,232.61,247.44,66.76,10.78,9.10,0.00,-0.02,-0.02
12/1/2020,HD,18924.26,0.09,80.70,-0.10,488876.00,98.14,0.93,200.50,2.66,20.40,0.20,13.37,22.18,0.05,0.05,-0.02,0.00,257.50,274.91,246.33,235.87,250.18,63.43,11.16,9.46,0.05,-0.02,0.02
1/1/2021,HD,19216.22,0.43,79.00,0.40,513269.00,99.26,1.08,204.80,2.66,20.40,0.20,13.37,22.18,0.00,0.07,0.03,0.00,263.06,272.41,250.71,239.88,253.31,64.84,11.06,9.85,0.06,0.02,0.00
2/1/2021,HD,19216.22,0.55,76.80,-0.22,503650.00,96.22,1.26,210.60,3.86,40.51,0.22,13.94,18.67,0.03,0.02,0.07,0.00,263.08,271.76,254.28,243.43,256.02,64.84,10.43,10.11,-0.04,0.00,0.02
3/1/2021,HD,19216.22,0.71,84.90,0.61,558369.00,98.86,1.61,215.00,3.86,40.51,0.22,13.94,18.67,0.03,-0.02,0.07,0.00,269.27,275.40,257.41,246.66,259.07,66.21,11.54,10.45,-0.36,0.02,0.15
4/1/2021,HD,19544.25,0.82,88.30,0.01,555865.00,99.02,1.64,217.90,3.86,40.51,0.22,13.94,18.67,0.05,-0.03,-0.01,0.00,309.84,290.95,266.97,252.02,267.23,74.69,13.28,10.94,-0.07,0.15,0.01
5/1/2021,HD,19544.25,0.80,82.90,-0.12,550441.00,99.78,1.62,224.90,4.53,33.20,0.22,13.78,22.72,0.00,0.00,0.07,0.00,313.37,307.71,276.38,256.75,274.80,75.27,13.82,11.39,0.07,0.01,-0.04
6/1/2021,HD,19544.25,0.93,85.50,0.03,553044.00,100.19,1.52,228.90,4.53,33.20,0.22,13.78,22.72,0.03,0.02,-0.08,0.00,301.91,318.28,282.13,260.62,279.57,68.94,13.99,11.82,0.14,-0.04,0.04
7/1/2021,HD,19672.59,0.48,81.20,-0.12,541721.00,100.87,1.32,231.85,4.53,33.20,0.22,13.78,22.72,0.01,-0.04,-0.02,0.00,314.84,319.44,287.91,265.36,285.46,71.49,13.91,12.22,0.08,0.04,0.01
8/1/2021,HD,19672.59,0.21,70.30,0.06,548310.00,100.84,1.28,233.42,3.92,69.56,0.22,15.13,21.09,0.03,0.00,0.00,0.00,319.08,320.83,293.32,270.93,291.15,72.30,13.34,12.51,-0.02,0.01,0.02
9/1/2021,HD,19672.59,0.27,72.80,0.01,552617.00,99.85,1.37,235.68,3.92,69.56,0.22,15.13,21.09,-0.04,0.01,0.05,0.00,325.55,328.34,297.40,276.22,296.75,73.23,13.19,12.73,0.11,0.02,0.05
10/1/2021,HD,20006.18,0.83,71.70,0.06,562296.00,101.36,1.58,240.47,3.92,69.56,0.22,15.13,21.09,0.07,-0.02,0.00,0.00,342.22,337.14,303.15,281.82,303.87,76.18,13.11,12.96,0.06,0.05,0.10
11/1/2021,HD,20006.18,0.49,67.40,-0.01,565690.00,101.96,1.56,243.29,3.22,-43.38,0.23,14.96,24.28,-0.02,-0.01,0.00,0.00,377.13,356.38,311.21,291.31,314.80,80.94,13.98,13.35,0.05,0.10,0.05
12/1/2021,HD,20006.18,0.31,70.60,-0.18,556810.00,101.76,1.47,241.34,3.22,-43.38,0.23,14.96,24.28,0.03,-0.02,0.03,0.00,397.33,380.31,321.15,301.47,326.81,82.89,15.35,13.78,-0.21,0.05,-0.07
1/1/2022,HD,19924.09,0.84,67.20,0.17,576000.00,102.15,1.76,246.45,3.22,-43.38,0.23,14.96,24.28,-0.06,-0.06,0.13,0.00,370.25,389.35,329.56,308.55,333.54,71.43,16.07,14.09,0.30,-0.07,-0.08
2/1/2022,HD,19924.09,0.91,62.80,0.02,581768.00,102.90,1.93,252.66,4.09,-45.80,0.23,15.52,23.20,-0.02,0.02,0.03,0.00,339.63,376.08,335.13,313.42,335.22,61.14,16.16,14.35,0.07,-0.08,-0.07
3/1/2022,HD,19924.09,1.34,59.40,0.02,587570.00,103.57,2.13,260.01,4.09,-45.80,0.23,15.52,23.20,0.03,-0.02,-0.02,0.00,316.50,348.15,338.78,316.58,333.33,54.38,15.93,14.56,0.05,-0.07,-0.05
4/1/2022,HD,19895.27,0.56,65.20,0.07,590238.00,104.26,2.75,265.31,4.09,-45.80,0.23,15.52,23.20,-0.09,-0.01,0.06,0.00,301.37,324.14,340.81,317.84,329.59,50.57,14.51,14.63,-0.18,-0.05,-0.03
5/1/2022,HD,19895.27,1.10,58.40,-0.04,591793.00,104.19,2.90,273.26,5.05,318.94,0.23,16.71,17.89,0.00,-0.02,0.08,0.00,292.24,307.45,338.94,318.87,325.11,48.43,12.29,14.51,0.03,-0.03,-0.03
6/1/2022,HD,19895.27,1.37,50.00,-0.02,598145.00,104.18,3.14,280.22,5.05,318.94,0.23,16.71,17.89,-0.08,0.02,-0.06,0.00,283.09,295.40,335.94,319.06,319.75,45.93,10.42,14.20,0.15,-0.03,0.03
10/1/2012,LUV,16300.04,-0.04,82.60,-0.14,361864.00,97.56,1.75,203.50,0.11,1.66,0.02,1.12,22.82,-0.02,-0.01,0.04,0.00,8.28,9.00,8.72,9.41,9.17,43.12,-14.17,-15.84,0.07,-0.01,0.03
11/1/2012,LUV,16300.04,-0.47,82.70,-0.08,362866.00,97.96,1.65,201.80,0.11,1.66,0.02,1.12,22.82,0.01,0.01,-0.01,0.00,8.54,9.01,8.78,9.26,9.17,45.78,-12.36,-15.84,-0.14,0.03,0.11
12/1/2012,LUV,16300.04,-0.27,72.90,-0.09,364443.00,98.21,1.72,201.50,0.11,1.66,0.02,1.12,22.82,0.01,0.02,0.04,0.00,9.46,9.38,8.94,9.17,9.30,54.05,-9.90,-15.34,0.00,0.11,0.10
1/1/2013,LUV,16441.49,0.30,73.80,-0.08,367277.00,98.20,1.91,202.50,0.08,1.76,0.02,1.10,8.74,0.06,0.00,0.01,0.00,10.41,10.14,9.15,9.13,9.54,60.70,-7.22,-14.36,0.00,0.10,0.03
2/1/2013,LUV,16441.49,0.82,77.60,-0.10,372515.00,98.68,1.98,204.30,0.08,1.76,0.02,1.10,8.74,0.01,0.00,0.00,0.00,10.75,10.93,9.34,9.15,9.81,62.77,-4.90,-12.96,0.00,0.03,0.09
3/1/2013,LUV,16441.49,0.26,78.60,-0.12,369062.00,99.10,1.96,204.00,0.08,1.76,0.02,1.10,8.74,0.04,0.01,0.00,0.00,11.71,11.73,9.58,9.24,10.17,67.88,-1.29,-11.12,0.00,0.09,0.05
4/1/2013,LUV,16464.40,-0.10,76.40,-0.13,367290.00,98.99,1.76,203.50,0.31,1.86,0.02,0.88,14.40,0.02,-0.02,0.00,0.00,12.26,12.38,9.94,9.47,10.56,70.41,2.55,-8.82,0.00,0.05,0.08
5/1/2013,LUV,16464.40,0.18,84.50,-0.08,369648.00,99.08,1.93,204.10,0.31,1.86,0.02,0.88,14.40,0.03,0.02,0.03,0.00,13.22,13.26,10.40,9.76,11.04,74.26,6.68,-6.22,0.00,0.08,-0.03
6/1/2013,LUV,16464.40,0.24,84.10,-0.14,370847.00,99.21,2.30,204.30,0.31,1.86,0.02,0.88,14.40,-0.01,0.01,0.00,0.00,12.77,13.63,10.81,10.02,11.38,69.34,9.78,-3.43,0.00,-0.03,-0.01
7/1/2013,LUV,16594.74,0.04,85.10,-0.09,373447.00,98.91,2.58,204.40,0.37,1.76,0.03,1.17,10.39,0.06,0.02,0.01,0.00,12.60,13.74,11.15,10.29,11.66,67.70,12.73,-0.44,0.00,-0.01,0.00
8/1/2013,LUV,16594.74,0.12,82.10,-0.13,372419.00,99.49,2.74,204.20,0.37,1.76,0.03,1.17,10.39,-0.03,0.00,-0.03,0.00,12.61,13.50,11.48,10.53,11.89,67.46,15.32,2.64,0.00,0.00,0.04
9/1/2013,LUV,16594.74,0.12,77.50,-0.11,372515.00,100.02,2.81,203.90,0.37,1.76,0.03,1.17,10.39,0.04,0.03,-0.01,0.00,13.15,13.62,11.85,10.78,12.17,70.08,17.97,5.74,0.00,0.04,0.13
10/1/2013,LUV,16712.76,-0.26,73.20,-0.08,373492.00,99.90,2.62,202.50,0.29,1.64,0.04,0.87,15.82,0.04,-0.02,0.01,0.00,14.87,14.41,12.38,11.10,12.66,76.59,20.30,8.79,0.00,0.13,0.15
11/1/2013,LUV,16712.76,-0.20,75.10,-0.06,373940.00,100.15,2.72,201.20,0.29,1.64,0.04,0.87,15.82,0.03,0.01,0.00,0.00,17.04,15.98,13.09,11.59,13.39,81.92,23.02,11.90,0.00,0.15,0.03
12/1/2013,LUV,16712.76,-0.01,82.50,-0.09,376621.00,100.36,2.90,202.00,0.29,1.64,0.04,0.87,15.82,0.03,0.00,0.00,0.00,17.48,17.50,13.81,12.11,14.08,82.74,24.99,14.82,0.00,0.03,0.12
1/1/2014,LUV,16654.25,0.37,81.20,-0.20,373327.00,99.98,2.86,203.80,0.22,1.78,0.04,1.06,16.84,-0.03,0.01,-0.02,0.00,19.51,19.13,14.63,12.73,14.96,86.01,26.60,17.49,0.00,0.12,0.04
2/1/2014,LUV,16654.25,0.37,81.60,-0.03,378580.00,100.75,2.71,205.70,0.22,1.78,0.04,1.06,16.84,0.05,0.00,0.00,0.00,20.20,20.24,15.42,13.35,15.83,86.93,28.18,19.88,0.22,0.04,0.10
3/1/2014,LUV,16654.25,0.64,80.00,-0.03,382404.00,101.74,2.72,207.00,0.22,1.78,0.04,1.06,16.84,0.00,-0.02,0.05,0.00,22.13,21.86,16.34,14.06,16.84,89.04,29.73,22.09,0.28,0.10,0.01
4/1/2014,LUV,16868.11,0.33,84.10,-0.06,386507.00,101.80,2.71,208.30,0.67,1.78,0.05,1.20,18.68,0.00,-0.04,0.01,0.00,22.35,22.85,17.19,14.79,17.75,89.26,30.99,24.12,0.31,0.01,0.06
5/1/2014,LUV,16868.11,0.35,81.90,-0.09,386929.00,102.21,2.56,208.00,0.67,1.78,0.05,1.20,18.68,0.02,-0.02,0.00,0.00,23.62,24.05,18.11,15.59,18.72,90.45,31.49,25.92,0.12,0.06,0.08
6/1/2014,LUV,16868.11,0.19,82.50,-0.08,387863.00,102.56,2.60,208.30,0.67,1.78,0.05,1.20,18.68,0.03,0.03,-0.01,0.00,25.46,25.21,19.09,16.50,19.82,91.80,32.55,27.54,0.16,0.08,0.04
7/1/2014,LUV,17064.62,-0.04,81.80,-0.07,388261.00,102.84,2.54,208.00,0.48,1.77,0.06,1.37,23.50,-0.02,-0.04,0.00,0.00,26.45,26.63,20.20,17.44,20.90,92.44,33.90,29.05,0.14,0.04,0.08
8/1/2014,LUV,17064.62,-0.17,82.50,-0.03,391217.00,102.65,2.42,207.00,0.48,1.77,0.06,1.37,23.50,0.04,0.00,0.00,0.00,28.50,28.33,21.48,18.44,22.13,93.56,35.77,30.47,0.02,0.08,0.12
9/1/2014,LUV,17064.62,0.08,84.60,-0.10,389680.00,102.96,2.53,206.40,0.48,1.77,0.06,1.37,23.50,-0.02,-0.04,-0.01,0.00,31.92,30.58,23.03,19.56,23.67,94.90,37.86,31.90,0.15,0.12,-0.03
10/1/2014,LUV,17141.24,-0.25,86.90,-0.04,390597.00,102.97,2.30,203.40,0.27,1.91,0.06,1.28,31.56,0.03,0.04,-0.02,0.00,30.85,32.11,24.46,20.61,24.85,88.62,38.69,33.24,0.32,-0.03,0.19
11/1/2014,LUV,17141.24,-0.54,88.80,-0.05,391592.00,103.60,2.33,200.90,0.27,1.91,0.06,1.28,31.56,0.03,-0.02,-0.03,0.00,36.61,34.95,26.22,21.92,26.69,91.79,39.36,34.48,0.81,0.19,0.07
12/1/2014,LUV,17141.24,-0.57,93.60,-0.06,388223.00,103.59,2.21,197.00,0.27,1.91,0.06,1.28,31.56,0.00,0.02,0.02,0.00,39.10,37.46,27.99,23.32,28.62,92.71,40.10,35.64,0.08,0.07,0.03
1/1/2015,LUV,17280.65,-0.47,98.10,-0.04,385558.00,102.80,1.88,192.00,0.66,2.07,0.07,1.64,25.82,-0.03,-0.01,-0.04,0.00,40.38,40.79,29.84,24.74,30.48,93.14,40.20,36.66,0.02,0.03,0.03
2/1/2015,LUV,17280.65,0.43,95.40,-0.14,385104.00,102.16,1.98,191.10,0.66,2.07,0.07,1.64,25.82,0.06,0.01,-0.02,0.00,41.69,42.56,31.62,26.26,32.27,93.57,40.42,37.65,0.13,0.03,0.02
3/1/2015,LUV,17280.65,0.60,93.00,-0.05,391056.00,101.81,2.04,191.50,0.66,2.07,0.07,1.64,25.82,-0.01,0.03,0.00,0.00,42.33,43.67,33.40,27.81,33.91,93.75,40.23,38.50,-0.03,0.02,-0.05
4/1/2015,LUV,17380.88,0.20,95.90,-0.04,391375.00,101.23,1.94,190.90,0.90,1.94,0.08,2.32,13.66,0.01,-0.03,0.02,0.00,40.25,43.60,34.85,29.26,35.03,84.43,39.81,39.16,-0.03,-0.05,-0.05
5/1/2015,LUV,17380.88,0.51,90.70,-0.05,394332.00,100.75,2.20,193.40,0.90,1.94,0.08,2.32,13.66,0.01,0.01,-0.01,0.00,38.16,42.34,36.12,30.57,35.71,76.23,38.97,39.52,0.00,-0.05,-0.12
6/1/2015,LUV,17380.88,0.35,96.10,-0.05,394859.00,100.45,2.36,194.80,0.90,1.94,0.08,2.32,13.66,-0.02,0.03,-0.01,0.00,33.40,39.19,36.89,31.53,35.63,61.41,37.17,39.44,-0.02,-0.12,-0.02
7/1/2015,LUV,17437.08,0.01,93.10,-0.02,398128.00,101.11,2.32,193.90,0.88,2.04,0.09,2.72,13.42,0.02,-0.04,-0.04,0.00,32.73,36.53,37.47,32.34,35.46,59.68,35.29,39.06,-0.04,-0.02,0.11
8/1/2015,LUV,17437.08,-0.14,91.90,-0.05,397710.00,100.88,2.17,191.90,0.88,2.04,0.09,2.72,13.42,-0.06,0.00,0.03,0.00,36.41,35.88,38.25,33.32,35.83,65.41,33.22,38.38,0.23,0.11,0.00
9/1/2015,LUV,17437.08,-0.16,87.20,-0.04,396112.00,100.61,2.17,189.10,0.88,2.04,0.09,2.72,13.42,-0.03,-0.03,0.01,0.00,36.51,36.94,38.88,34.20,36.15,65.49,30.27,37.29,0.09,0.00,0.09
10/1/2015,LUV,17462.58,-0.04,90.00,-0.09,394425.00,100.15,2.07,187.50,0.83,1.90,0.10,3.26,12.70,0.08,-0.02,0.00,0.00,39.82,39.40,39.50,35.22,36.90,69.96,28.18,35.95,0.07,0.09,0.11
11/1/2015,LUV,17462.58,-0.21,91.30,-0.03,396141.00,99.38,2.26,185.70,0.83,1.90,0.10,3.26,12.70,0.01,0.04,0.00,0.00,44.34,42.16,40.57,36.37,38.17,74.76,25.27,34.27,-0.12,0.11,-0.03
12/1/2015,LUV,17462.58,-0.34,92.60,-0.02,397244.00,98.86,2.24,183.50,0.83,1.90,0.10,3.26,12.70,-0.02,-0.03,-0.03,0.00,42.85,44.35,41.05,37.43,39.06,70.62,22.01,32.24,0.15,-0.03,-0.11
1/1/2016,LUV,17565.47,0.17,92.00,-0.08,394576.00,99.41,2.09,182.60,0.79,1.97,0.10,3.39,12.72,-0.06,-0.03,0.02,0.00,38.32,43.81,40.97,38.18,39.20,60.05,18.43,29.87,-0.02,-0.11,-0.05
2/1/2016,LUV,17565.47,0.08,91.70,0.03,398149.00,98.89,1.78,181.30,0.79,1.97,0.10,3.39,12.72,0.00,0.01,-0.01,0.00,36.59,41.08,40.64,38.75,39.08,56.59,14.55,27.16,0.25,-0.05,0.14
3/1/2016,LUV,17565.47,0.43,91.00,-0.13,396959.00,98.14,1.89,182.10,0.79,1.97,0.10,3.39,12.72,0.07,0.01,0.01,0.00,41.55,40.60,40.60,39.52,39.66,63.08,11.52,24.31,-0.07,0.14,0.05
4/1/2016,LUV,17618.58,0.47,89.00,-0.05,398099.00,98.44,1.81,183.20,1.28,1.87,0.11,3.77,10.04,0.01,0.01,0.03,0.00,43.59,42.41,40.68,40.29,40.44,65.40,9.45,21.43,0.10,0.05,-0.07
5/1/2016,LUV,17618.58,0.40,94.70,-0.05,399909.00,98.21,1.81,185.30,1.28,1.87,0.11,3.77,10.04,0.02,0.00,-0.02,0.00,40.47,43.74,40.67,40.72,40.69,59.26,7.82,18.61,-0.04,-0.07,-0.04
6/1/2016,LUV,17618.58,0.33,93.50,-0.01,404677.00,98.68,1.64,187.60,1.28,1.87,0.11,3.77,10.04,0.00,0.01,-0.01,0.00,39.03,42.83,40.71,41.13,40.69,56.48,7.20,16.05,0.21,-0.04,-0.01
7/1/2016,LUV,17724.49,-0.16,90.00,-0.04,403648.00,98.84,1.50,187.70,0.62,1.86,0.10,3.51,10.72,0.04,0.03,-0.01,0.00,38.46,41.01,41.10,41.20,40.60,55.41,6.83,13.68,-0.05,-0.01,-0.08
8/1/2016,LUV,17724.49,0.09,89.80,-0.05,403861.00,98.73,1.56,186.60,0.62,1.86,0.10,3.51,10.72,0.00,0.01,0.03,0.00,35.30,39.17,41.28,40.98,40.09,49.81,5.50,11.48,-0.16,-0.08,0.02
9/1/2016,LUV,17724.49,0.24,91.20,-0.06,406384.00,98.63,1.63,186.90,0.62,1.86,0.10,3.51,10.72,0.00,0.02,-0.01,0.00,36.02,38.08,41.22,40.72,39.74,50.93,4.35,9.52,0.03,0.02,0.08
10/1/2016,LUV,17812.56,0.12,87.20,-0.04,407253.00,98.71,1.76,186.70,0.76,1.76,0.10,3.53,13.69,-0.02,-0.04,0.04,0.00,38.90,38.20,41.39,40.55,39.83,55.49,3.05,7.81,0.03,0.08,0.10
11/1/2016,LUV,17812.56,-0.16,93.80,-0.07,405872.00,98.30,2.14,186.30,0.76,1.76,0.10,3.53,13.69,0.05,0.06,0.08,0.00,42.82,40.79,41.60,40.55,40.45,60.83,1.59,6.37,0.00,0.10,0.12
12/1/2016,LUV,17812.56,0.03,98.20,0.03,413211.00,98.91,2.49,188.20,0.76,1.76,0.10,3.53,13.69,0.02,0.00,0.04,0.00,47.79,44.83,41.84,40.91,41.67,66.26,0.93,5.19,0.29,0.12,0.03
1/1/2017,LUV,17889.09,0.58,98.50,-0.06,416024.00,98.73,2.43,190.70,0.55,1.90,0.09,3.31,15.78,0.02,-0.01,-0.03,0.00,49.14,48.35,42.31,41.45,42.91,67.59,1.95,4.36,0.12,0.03,0.09
2/1/2017,LUV,17889.09,0.31,96.30,-0.04,416011.00,98.42,2.42,191.60,0.55,1.90,0.09,3.31,15.78,0.04,-0.02,-0.02,0.00,53.62,52.05,43.50,42.48,44.60,71.60,4.03,3.94,0.05,0.09,-0.01
3/1/2017,LUV,17889.09,0.08,96.90,-0.04,414942.00,99.07,2.48,191.50,0.55,1.90,0.09,3.31,15.78,0.00,0.01,-0.03,0.00,52.84,53.76,44.76,43.49,45.95,69.82,5.10,3.70,0.05,-0.01,0.01
4/1/2017,LUV,17979.22,0.30,97.00,-0.05,416702.00,100.05,2.30,193.00,1.23,1.80,0.08,3.26,18.56,0.01,0.01,-0.02,0.00,53.14,55.11,45.66,44.33,47.16,70.09,5.89,3.60,0.01,0.01,0.06
5/1/2017,LUV,17979.22,0.09,97.10,-0.07,414274.00,100.14,2.30,192.80,1.23,1.80,0.08,3.26,18.56,0.01,-0.03,-0.04,0.00,56.51,56.08,46.65,45.35,48.67,73.10,7.68,3.84,0.02,0.06,0.04
6/1/2017,LUV,17979.22,0.09,95.00,0.00,416360.00,100.31,2.19,193.60,1.23,1.80,0.08,3.26,18.56,0.01,0.02,0.01,0.00,58.66,58.04,48.06,46.29,50.26,74.76,9.72,4.44,0.00,0.04,0.00
7/1/2017,LUV,18127.99,-0.07,93.40,-0.04,416487.00,100.14,2.32,193.50,0.88,1.76,0.09,3.48,15.70,0.02,-0.01,0.00,0.00,58.87,59.97,49.61,47.01,51.67,74.93,11.61,5.39,0.14,0.00,-0.11
8/1/2017,LUV,18127.99,0.30,96.80,-0.07,417014.00,99.69,2.21,193.80,0.88,1.76,0.09,3.48,15.70,0.00,-0.02,-0.02,0.00,52.13,58.41,50.67,47.45,51.95,60.61,12.96,6.65,-0.02,-0.11,0.01
9/1/2017,LUV,18127.99,0.53,95.10,0.01,426455.00,99.78,2.20,194.80,0.88,1.76,0.09,3.48,15.70,0.03,0.04,0.03,0.00,52.47,56.24,52.00,48.15,52.24,60.93,14.10,8.12,-0.07,0.01,0.07
10/1/2017,LUV,18310.30,-0.06,100.70,-0.03,426656.00,101.04,2.36,194.90,2.91,1.61,0.14,5.82,11.00,0.02,-0.02,0.00,0.00,55.95,55.19,53.56,49.12,52.96,64.88,15.33,9.60,0.05,0.07,-0.05
11/1/2017,LUV,18310.30,0.00,98.50,0.01,430967.00,101.23,2.35,195.90,2.91,1.61,0.14,5.82,11.00,0.03,-0.01,0.00,0.00,53.30,55.56,54.68,49.70,53.23,59.91,15.60,10.89,0.08,-0.05,0.17
12/1/2017,LUV,18310.30,-0.06,95.90,0.00,434129.00,101.39,2.40,196.30,2.91,1.61,0.14,5.82,11.00,0.01,-0.01,0.00,0.00,62.33,58.91,56.19,50.63,54.68,68.62,16.04,12.10,-0.04,0.17,-0.01
1/1/2018,LUV,18437.13,0.54,95.70,-0.09,431785.00,101.35,2.58,197.90,0.79,1.65,0.14,6.04,9.29,0.06,-0.03,-0.01,0.00,61.84,60.89,57.27,51.70,55.87,67.72,16.63,13.30,0.05,-0.01,-0.09
2/1/2018,LUV,18437.13,0.45,99.70,-0.03,434631.00,101.71,2.86,199.30,0.79,1.65,0.14,6.04,9.29,-0.04,0.00,-0.01,0.00,56.19,61.85,57.79,52.55,56.13,58.53,15.83,14.20,-0.01,-0.09,0.01
3/1/2018,LUV,18437.13,0.23,101.40,-0.02,433239.00,102.28,2.84,199.30,0.79,1.65,0.14,6.04,9.29,-0.02,0.04,0.00,0.00,57.01,59.98,58.02,53.47,56.45,59.28,14.84,14.77,0.09,0.01,-0.07
4/1/2018,LUV,18565.70,0.40,98.80,-0.02,435061.00,103.43,2.87,200.30,1.27,1.65,0.14,6.08,8.23,0.00,0.01,0.01,0.00,53.27,57.00,58.01,54.37,56.21,53.76,13.38,14.97,0.05,-0.07,-0.05
5/1/2018,LUV,18565.70,0.42,98.00,0.02,439759.00,102.47,2.98,203.20,1.27,1.65,0.14,6.08,8.23,0.03,0.05,-0.03,0.00,50.64,55.06,57.78,55.10,55.65,50.22,11.60,14.82,0.01,-0.05,-0.01
6/1/2018,LUV,18565.70,0.16,98.20,-0.06,437527.00,103.25,2.91,204.20,1.27,1.65,0.14,6.08,8.23,0.00,0.01,-0.02,0.00,50.17,52.67,57.23,55.64,55.07,49.42,9.64,14.32,0.06,-0.01,0.05
7/1/2018,LUV,18699.75,0.01,97.90,-0.02,440422.00,103.46,2.89,204.30,1.08,1.65,0.14,6.32,9.74,0.03,-0.02,0.00,0.00,52.52,52.36,56.70,56.11,54.90,52.57,7.59,13.46,0.03,0.05,0.11
8/1/2018,LUV,18699.75,0.06,96.20,-0.03,439876.00,104.18,2.89,203.40,1.08,1.65,0.14,6.32,9.74,0.03,0.01,-0.04,0.00,58.34,54.91,56.61,56.61,55.53,59.28,7.03,12.51,0.03,0.11,0.05
9/1/2018,LUV,18699.75,0.12,100.10,-0.06,439346.00,104.17,3.00,203.60,1.08,1.65,0.14,6.32,9.74,0.00,-0.02,-0.02,0.00,61.08,58.57,57.27,57.18,56.44,61.95,6.60,11.46,0.03,0.05,-0.09
10/1/2018,LUV,18733.74,0.18,98.60,-0.01,444148.00,104.05,3.15,204.60,1.15,1.66,0.09,4.31,10.63,-0.08,-0.05,0.03,0.00,55.66,59.59,57.48,57.24,56.49,54.14,4.97,10.16,0.08,-0.09,-0.08
11/1/2018,LUV,18733.74,-0.33,97.50,-0.01,445807.00,103.96,3.12,202.30,1.15,1.66,0.09,4.31,10.63,0.02,-0.01,0.00,0.00,51.44,57.21,57.08,57.13,55.95,48.97,3.50,8.79,0.21,-0.08,-0.06
12/1/2018,LUV,18733.74,-0.32,98.30,-0.19,436884.00,103.87,2.83,201.00,1.15,1.66,0.09,4.31,10.63,-0.10,-0.02,-0.02,0.00,48.49,52.88,56.65,56.84,55.07,45.54,0.65,7.22,0.04,-0.06,0.03
1/1/2019,LUV,18835.41,0.19,91.20,0.01,439793.00,103.27,2.71,199.10,0.70,1.70,0.09,4.22,12.12,0.08,0.03,0.00,0.00,50.06,50.93,55.63,56.47,54.52,47.55,-1.68,5.55,-0.02,0.03,0.11
2/1/2019,LUV,18835.41,0.42,93.80,-0.08,440875.00,102.82,2.68,199.20,0.70,1.70,0.09,4.22,12.12,0.03,0.02,-0.03,0.00,55.51,52.26,55.09,56.26,54.78,53.89,-2.34,4.00,0.08,0.11,-0.09
3/1/2019,LUV,18835.41,0.56,98.40,0.01,446954.00,102.90,2.57,200.80,0.70,1.70,0.09,4.22,12.12,0.01,-0.03,-0.04,0.00,50.45,52.88,54.58,55.78,54.31,47.93,-3.45,2.54,0.07,-0.09,0.03
4/1/2019,LUV,18962.18,0.53,97.20,-0.04,447230.00,102.38,2.53,202.10,1.37,1.65,0.09,4.32,11.63,0.04,-0.02,0.02,0.00,52.05,53.50,54.14,55.73,54.11,49.75,-3.54,1.31,-0.12,0.03,-0.02
5/1/2019,LUV,18962.18,0.21,100.00,-0.02,448985.00,102.58,2.40,201.70,1.37,1.65,0.09,4.32,11.63,-0.07,-0.01,-0.02,0.00,51.09,51.95,53.92,55.62,53.80,48.65,-3.37,0.15,-0.04,-0.02,-0.02
