Date,Stock,macro_gdp,macro_cpi,macro_csent,macro_candh,macro_retailsal,macro_indpro,macro_bondyd,macro_ppiaco,macro_DCOILBRENTEU,Debt to Equity Ratio,Return on Assets,TTM Net EPS,PE Ratio,FF-RmxRf,FF-SMB,FF-HML,FF-Rf,adjusted,sma3,sma13,sma20,ema14,rsi14,macd,signal,Social Media Sentiment,ret,ret1
1/1/2021,COST,19216.22,0.43,79.00,0.40,513269.00,99.26,1.08,204.80,2.14,2.41,0.08,9.78,33.50,0.00,0.07,0.03,0.00,359.54,371.91,332.18,315.72,333.33,76.02,13.42,14.07,0.00,-0.02,-0.03
2/1/2021,COST,19216.22,0.55,76.80,-0.22,503650.00,96.22,1.26,210.60,2.14,2.41,0.08,9.78,33.50,0.03,0.02,0.07,0.00,347.51,362.59,335.91,320.33,335.72,68.83,12.51,13.74,0.04,-0.03,-0.05
3/1/2021,COST,19216.22,0.71,84.90,0.61,558369.00,98.86,1.61,215.00,2.75,2.37,0.08,10.64,35.26,0.03,-0.02,0.07,0.00,328.83,349.21,337.56,323.13,335.27,59.77,11.72,13.38,0.00,-0.05,0.10
4/1/2021,COST,19544.25,0.82,88.30,0.01,555865.00,99.02,1.64,217.90,2.75,2.37,0.08,10.64,35.26,0.05,-0.03,-0.01,0.00,363.18,350.17,342.89,327.62,339.49,68.03,11.26,13.05,0.00,0.10,0.04
5/1/2021,COST,19544.25,0.80,82.90,-0.12,550441.00,99.78,1.62,224.90,2.75,2.37,0.08,10.64,35.26,0.00,0.00,0.07,0.00,377.88,360.09,348.73,332.09,345.03,70.68,11.26,12.73,0.00,0.04,0.01
6/1/2021,COST,19544.25,0.93,85.50,0.03,553044.00,100.19,1.52,228.90,3.76,2.28,0.09,11.27,40.16,0.03,0.02,-0.08,0.00,382.98,378.06,354.99,336.60,350.52,71.60,11.53,12.50,0.00,0.01,0.07
7/1/2021,COST,19672.59,0.48,81.20,-0.12,541721.00,100.87,1.32,231.85,3.76,2.28,0.09,11.27,40.16,0.01,-0.04,-0.02,0.00,409.72,393.44,363.47,342.20,358.86,75.87,11.62,12.29,0.00,0.07,0.08
8/1/2021,COST,19672.59,0.21,70.30,0.06,548310.00,100.84,1.28,233.42,3.76,2.28,0.09,11.27,40.16,0.03,0.00,0.00,0.00,444.23,415.47,373.04,349.82,370.63,79.97,11.86,12.09,0.00,0.08,0.02
9/1/2021,COST,19672.59,0.27,72.80,0.01,552617.00,99.85,1.37,235.68,2.98,2.38,0.09,11.63,46.16,-0.04,0.01,0.05,0.00,455.29,439.48,382.07,357.59,382.31,81.10,12.32,11.94,0.00,0.02,0.01
10/1/2021,COST,20006.18,0.83,71.70,0.06,562296.00,101.36,1.58,240.47,2.98,2.38,0.09,11.63,46.16,0.07,-0.02,0.00,0.00,460.82,456.37,391.19,365.23,393.17,81.65,12.26,11.81,0.00,0.01,0.13
11/1/2021,COST,20006.18,0.49,67.40,-0.01,565690.00,101.96,1.56,243.29,2.98,2.38,0.09,11.63,46.16,-0.02,-0.01,0.00,0.00,520.24,481.59,402.96,376.49,410.45,86.28,12.81,11.85,0.00,0.13,0.05
12/1/2021,COST,20006.18,0.31,70.60,-0.18,556810.00,101.76,1.47,241.34,2.92,2.16,0.09,12.41,41.70,0.03,-0.02,0.03,0.00,545.64,511.61,415.96,388.65,428.83,87.72,13.81,12.08,0.00,0.05,-0.07
1/1/2022,COST,19924.09,0.84,67.20,0.17,576000.00,102.15,1.76,246.45,2.92,2.16,0.09,12.41,41.70,-0.06,-0.06,0.13,0.00,508.81,527.46,426.64,398.97,439.82,75.35,14.63,12.45,0.00,-0.07,0.01
2/1/2022,COST,19924.09,0.91,62.80,0.02,581768.00,102.90,1.93,252.66,2.92,2.16,0.09,12.41,41.70,-0.02,0.02,0.03,0.00,512.22,524.53,438.18,409.53,449.72,75.63,15.64,12.94,0.00,0.01,0.06
3/1/2022,COST,19924.09,1.34,59.40,0.02,587570.00,103.57,2.13,260.01,3.04,2.11,0.09,12.70,36.65,0.03,-0.02,-0.02,0.00,543.62,523.58,453.11,420.66,462.48,78.57,17.41,13.59,0.00,0.06,0.06
4/1/2022,COST,19895.27,0.56,65.20,0.07,590238.00,104.26,2.75,265.31,3.04,2.11,0.09,12.70,36.65,-0.09,-0.01,0.06,0.00,577.13,546.15,472.09,432.57,478.01,81.18,18.78,14.39,0.00,0.06,-0.17
5/1/2022,COST,19895.27,1.10,58.40,-0.04,591793.00,104.19,2.90,273.26,3.04,2.11,0.09,12.70,36.65,0.00,-0.02,0.08,0.00,478.13,534.46,480.71,439.26,478.14,58.34,18.75,15.16,0.00,-0.17,-0.02
6/1/2022,COST,19895.27,1.37,50.00,-0.02,598145.00,104.18,3.14,280.22,4.20,2.11,0.09,8.94,58.40,-0.08,0.02,-0.06,0.00,466.56,508.43,487.35,444.14,476.70,56.37,18.60,15.85,0.00,-0.02,0.10
10/1/2012,HD,16300.04,-0.04,82.60,-0.14,361864.00,97.56,1.75,203.50,0.63,1.35,0.10,2.82,17.42,-0.02,-0.01,0.04,0.00,48.89,58.13,48.50,43.92,49.29,83.48,19.57,13.15,-0.02,0.04,0.03
11/1/2012,HD,16300.04,-0.47,82.70,-0.08,362866.00,97.96,1.65,201.80,0.68,1.31,0.11,3.32,19.77,0.01,0.01,-0.01,0.00,50.43,60.83,50.64,45.23,51.11,84.55,21.05,14.51,0.00,0.03,0.00
12/1/2012,HD,16300.04,-0.27,72.90,-0.09,364443.00,98.21,1.72,201.50,0.68,1.31,0.11,3.32,19.77,0.01,0.02,0.04,0.00,50.39,62.21,52.59,46.48,52.65,83.68,21.89,15.92,0.25,0.00,0.04
1/1/2013,HD,16441.49,0.30,73.80,-0.08,367277.00,98.20,1.91,202.50,0.68,1.31,0.11,3.32,19.77,0.06,0.00,0.01,0.00,52.27,63.52,54.46,47.88,54.29,85.07,22.25,17.31,0.00,0.04,0.03
2/1/2013,HD,16441.49,0.82,77.60,-0.10,372515.00,98.68,1.98,204.30,0.83,1.70,0.11,3.32,16.20,0.01,0.00,0.00,0.00,53.68,64.79,56.20,49.47,55.95,86.04,22.70,18.65,0.00,0.03,0.05
3/1/2013,HD,16441.49,0.26,78.60,-0.12,369062.00,99.10,1.96,204.00,0.83,1.70,0.11,3.32,16.20,0.04,0.01,0.00,0.00,56.44,67.22,58.04,51.16,57.82,87.60,23.01,19.82,0.00,0.05,0.04
4/1/2013,HD,16464.40,-0.10,76.40,-0.13,367290.00,98.99,1.76,203.50,0.83,1.70,0.11,3.32,16.20,0.02,-0.02,0.00,0.00,58.44,69.64,59.84,53.16,59.74,88.61,23.25,20.86,0.00,0.04,0.07
5/1/2013,HD,16464.40,0.18,84.50,-0.08,369648.00,99.08,1.93,204.10,1.24,1.73,0.12,3.14,18.88,0.03,0.02,0.03,0.00,62.26,73.05,61.84,55.35,62.04,90.33,23.96,21.73,0.00,0.07,0.00
6/1/2013,HD,16464.40,0.24,84.10,-0.14,370847.00,99.21,2.30,204.30,1.24,1.73,0.12,3.14,18.88,-0.01,0.01,0.00,0.00,61.99,75.17,63.87,57.41,63.94,88.21,24.40,22.45,0.00,0.00,0.04
7/1/2013,HD,16594.74,0.04,85.10,-0.09,373447.00,98.91,2.58,204.40,1.24,1.73,0.12,3.14,18.88,0.06,0.02,0.01,0.00,64.44,77.52,66.02,59.51,65.99,89.36,24.89,23.04,0.00,0.04,-0.03
8/1/2013,HD,16594.74,0.12,82.10,-0.13,372419.00,99.49,2.74,204.20,0.95,2.08,0.13,3.75,17.12,-0.03,0.00,-0.03,0.00,62.37,77.44,67.94,61.31,67.42,82.03,24.55,23.43,0.00,-0.03,-0.01
9/1/2013,HD,16594.74,0.12,77.50,-0.11,372515.00,100.02,2.81,203.90,0.95,2.08,0.13,3.75,17.12,0.04,0.03,-0.01,0.00,61.57,77.13,69.51,62.87,68.48,78.26,23.72,23.64,0.00,-0.01,0.01
10/1/2013,HD,16712.76,-0.26,73.20,-0.08,373492.00,99.90,2.62,202.50,0.95,2.08,0.13,3.75,17.12,0.04,-0.02,0.01,0.00,61.93,75.96,70.85,64.36,69.45,78.61,22.28,23.64,0.00,0.01,0.03
11/1/2013,HD,16712.76,-0.20,75.10,-0.06,373940.00,100.15,2.72,201.20,0.74,2.24,0.13,3.70,17.19,0.03,0.01,0.00,0.00,64.00,76.49,72.17,65.84,70.64,80.47,20.90,23.44,0.00,0.03,0.02
12/1/2013,HD,16712.76,-0.01,82.50,-0.09,376621.00,100.36,2.90,202.00,0.74,2.24,0.13,3.70,17.19,0.03,0.00,0.00,0.00,65.53,77.99,73.47,67.28,71.86,81.50,19.85,23.09,0.00,0.02,0.01
1/1/2014,HD,16654.25,0.37,81.20,-0.20,373327.00,99.98,2.86,203.80,0.74,2.24,0.13,3.70,17.19,-0.03,0.01,-0.02,0.00,65.89,79.47,74.83,68.80,72.98,81.79,18.74,22.59,0.35,0.01,-0.03
2/1/2014,HD,16654.25,0.37,81.60,-0.03,378580.00,100.75,2.71,205.70,1.00,2.51,0.13,3.75,16.82,0.05,0.00,0.00,0.00,63.85,79.28,75.81,70.12,73.62,74.38,17.55,21.88,0.00,-0.03,0.04
3/1/2014,HD,16654.25,0.64,80.00,-0.03,382404.00,101.74,2.72,207.00,1.00,2.51,0.13,3.75,16.82,0.00,-0.02,0.05,0.00,66.31,79.49,76.87,71.55,74.53,76.81,16.40,20.99,-0.14,0.04,-0.03
4/1/2014,HD,16868.11,0.33,84.10,-0.06,386507.00,101.80,2.71,208.30,1.00,2.51,0.13,3.75,16.82,0.00,-0.04,0.01,0.00,64.57,78.80,77.50,72.72,75.02,70.72,15.00,19.89,0.01,-0.03,0.00
5/1/2014,HD,16868.11,0.35,81.90,-0.09,386929.00,102.21,2.56,208.00,1.52,2.80,0.14,4.44,15.12,0.02,-0.02,0.00,0.00,64.57,78.94,77.96,73.70,75.44,70.73,13.26,18.63,0.00,0.00,0.03
6/1/2014,HD,16868.11,0.19,82.50,-0.08,387863.00,102.56,2.60,208.30,1.52,2.80,0.14,4.44,15.12,0.03,0.03,-0.01,0.00,66.64,78.88,78.21,74.66,76.08,73.01,11.92,17.32,0.00,0.03,0.01
7/1/2014,HD,17064.62,-0.04,81.80,-0.07,388261.00,102.84,2.54,208.00,1.52,2.80,0.14,4.44,15.12,-0.02,-0.04,0.00,0.00,67.00,79.71,78.55,75.55,76.69,73.44,10.21,15.98,0.00,0.01,0.07
8/1/2014,HD,17064.62,-0.17,82.50,-0.03,391217.00,102.65,2.42,207.00,1.15,3.11,0.14,4.35,18.71,0.04,0.00,0.00,0.00,71.40,82.29,79.06,76.71,77.93,78.37,9.25,14.69,0.00,0.07,0.06
9/1/2014,HD,17064.62,0.08,84.60,-0.10,389680.00,102.96,2.53,206.40,1.15,3.11,0.14,4.35,18.71,-0.02,-0.04,-0.01,0.00,75.92,85.85,80.15,78.01,79.66,81.80,8.79,13.46,-0.15,0.06,0.02
10/1/2014,HD,17141.24,-0.25,86.90,-0.04,390597.00,102.97,2.30,203.40,1.15,3.11,0.14,4.35,18.71,0.03,0.04,-0.02,0.00,77.77,90.02,81.52,79.33,81.46,83.08,8.58,12.33,0.19,0.02,0.05
11/1/2014,HD,17141.24,-0.54,88.80,-0.05,391592.00,103.60,2.33,200.90,1.04,3.29,0.15,4.45,19.68,0.03,-0.02,-0.03,0.00,81.45,93.89,83.20,80.71,83.61,85.30,8.54,11.33,-0.20,0.05,0.04
12/1/2014,HD,17141.24,-0.57,93.60,-0.06,388223.00,103.59,2.21,197.00,1.04,3.29,0.15,4.45,19.68,0.00,0.02,0.02,0.00,84.63,97.22,84.93,82.15,85.92,86.72,8.66,10.47,-0.07,0.04,0.03
1/1/2015,HD,17280.65,-0.47,98.10,-0.04,385558.00,102.80,1.88,192.00,1.04,3.29,0.15,4.45,19.68,-0.03,-0.01,-0.04,0.00,87.41,100.90,86.81,83.51,88.36,87.96,9.00,9.80,-0.18,0.03,0.07
2/1/2015,HD,17280.65,0.43,95.40,-0.14,385104.00,102.16,1.98,191.10,1.21,3.62,0.16,4.93,18.29,0.06,0.01,-0.02,0.00,93.33,105.47,89.20,85.26,91.41,90.09,9.92,9.43,-0.34,0.07,0.04
3/1/2015,HD,17280.65,0.60,93.00,-0.05,391056.00,101.81,2.04,191.50,1.21,3.62,0.16,4.93,18.29,-0.01,0.03,0.00,0.00,96.83,110.16,92.06,87.04,94.56,91.00,10.83,9.31,-0.05,0.04,-0.02
4/1/2015,HD,17380.88,0.20,95.90,-0.04,391375.00,101.23,1.94,190.90,1.21,3.62,0.16,4.93,18.29,0.01,-0.03,0.02,0.00,95.31,113.11,94.57,88.86,97.02,86.52,11.92,9.50,0.08,-0.02,-0.01
5/1/2015,HD,17380.88,0.51,90.70,-0.05,394332.00,100.75,2.20,193.40,1.73,4.07,0.16,5.14,19.29,0.01,0.01,-0.01,0.00,93.97,113.17,97.13,90.66,98.95,82.93,13.05,9.92,0.24,-0.01,0.00
6/1/2015,HD,17380.88,0.35,96.10,-0.05,394859.00,100.45,2.36,194.80,1.73,4.07,0.16,5.14,19.29,-0.02,0.03,-0.01,0.00,94.39,111.97,99.68,92.44,100.61,82.80,14.05,10.51,-0.07,0.00,0.02
7/1/2015,HD,17437.08,0.01,93.10,-0.02,398128.00,101.11,2.32,193.90,1.73,4.07,0.16,5.14,19.29,0.02,-0.04,-0.04,0.00,96.54,112.25,102.27,94.22,102.38,84.01,15.33,11.26,0.01,0.02,0.03
8/1/2015,HD,17437.08,-0.14,91.90,-0.05,397710.00,100.88,2.17,191.90,1.35,4.80,0.16,5.34,19.72,-0.06,0.00,0.03,0.00,99.72,114.32,105.12,96.11,104.42,85.62,16.20,12.11,-0.11,0.03,-0.01
9/1/2015,HD,17437.08,-0.16,87.20,-0.04,396112.00,100.61,2.17,189.10,1.35,4.80,0.16,5.34,19.72,-0.03,-0.03,0.01,0.00,98.45,115.71,107.39,97.88,105.90,80.72,16.67,13.00,-0.08,-0.01,0.05
10/1/2015,HD,17462.58,-0.04,90.00,-0.09,394425.00,100.15,2.07,187.50,1.35,4.80,0.16,5.34,19.72,0.08,-0.02,0.00,0.00,103.85,118.37,109.77,100.09,108.04,83.76,17.05,13.89,-0.26,0.05,0.04
11/1/2015,HD,17462.58,-0.21,91.30,-0.03,396141.00,99.38,2.26,185.70,1.17,5.65,0.16,5.46,19.71,0.01,0.04,0.00,0.00,108.42,121.58,112.40,102.43,110.60,85.80,17.20,14.70,-0.07,0.04,0.05
12/1/2015,HD,17462.58,-0.34,92.60,-0.02,397244.00,98.86,2.24,183.50,1.17,5.65,0.16,5.46,19.71,-0.02,-0.03,-0.03,0.00,113.39,127.23,115.09,105.14,113.52,87.46,17.27,15.42,0.04,0.05,-0.07
1/1/2016,HD,17565.47,0.17,92.00,-0.08,394576.00,99.41,2.09,182.60,1.17,5.65,0.16,5.46,19.71,-0.06,-0.03,0.02,0.00,105.66,127.76,116.82,107.41,114.85,71.88,16.85,15.96,0.07,-0.07,-0.02
2/1/2016,HD,17565.47,0.08,91.70,0.03,398149.00,98.89,1.78,181.30,1.44,6.04,0.17,5.69,20.24,0.00,0.01,-0.01,0.00,103.33,125.59,118.09,109.43,115.64,67.96,15.82,16.27,-0.15,-0.02,0.07
3/1/2016,HD,17565.47,0.43,91.00,-0.13,396959.00,98.14,1.89,182.10,1.44,6.04,0.17,5.69,20.24,0.07,0.01,0.01,0.00,110.96,124.46,119.47,111.86,117.44,72.87,14.86,16.36,-0.03,0.07,0.04
4/1/2016,HD,17618.58,0.47,89.00,-0.05,398099.00,98.44,1.81,183.20,1.44,6.04,0.17,5.69,20.24,0.01,0.01,0.03,0.00,115.90,128.20,120.98,114.29,119.74,75.56,14.20,16.24,0.18,0.04,-0.01
5/1/2016,HD,17618.58,0.40,94.70,-0.05,399909.00,98.21,1.81,185.30,1.97,5.65,0.17,5.93,20.16,0.02,0.00,-0.02,0.00,115.25,132.58,122.59,116.44,121.63,74.43,13.76,15.96,-0.09,-0.01,-0.04
6/1/2016,HD,17618.58,0.33,93.50,-0.01,404677.00,98.68,1.64,187.60,1.97,5.65,0.17,5.93,20.16,0.00,0.01,-0.01,0.00,110.93,132.30,123.88,118.20,122.52,66.77,13.05,15.56,-0.04,-0.04,0.05
7/1/2016,HD,17724.49,-0.16,90.00,-0.04,403648.00,98.84,1.50,187.70,1.97,5.65,0.17,5.93,20.16,0.04,0.03,-0.01,0.00,116.67,132.36,125.69,120.06,124.17,70.60,12.41,15.05,-0.01,0.05,0.01
8/1/2016,HD,17724.49,0.09,89.80,-0.05,403861.00,98.73,1.56,186.60,1.60,6.92,0.18,6.18,17.16,0.00,0.01,0.03,0.00,117.64,133.04,127.39,121.82,125.74,71.17,11.64,14.43,0.20,0.01,-0.05
9/1/2016,HD,17724.49,0.24,91.20,-0.06,406384.00,98.63,1.63,186.90,1.60,6.92,0.18,6.18,17.16,0.00,0.02,-0.01,0.00,111.92,133.20,128.24,123.04,126.14,62.31,10.82,13.71,-0.06,-0.05,-0.02
10/1/2016,HD,17812.56,0.12,87.20,-0.04,407253.00,98.71,1.76,186.70,1.60,6.92,0.18,6.18,17.16,-0.02,-0.04,0.04,0.00,109.55,130.25,129.05,123.78,126.13,59.30,9.66,12.91,-0.43,-0.02,0.01
11/1/2016,HD,17812.56,-0.16,93.80,-0.07,405872.00,98.30,2.14,186.30,1.44,8.92,0.18,6.45,18.64,0.05,0.06,0.08,0.00,110.18,127.16,129.41,124.37,126.20,59.81,8.36,12.08,0.01,0.01,0.06
12/1/2016,HD,17812.56,0.03,98.20,0.03,413211.00,98.91,2.49,188.20,1.44,8.92,0.18,6.45,18.64,0.02,0.00,0.04,0.00,117.08,128.90,129.93,125.41,127.24,64.98,7.06,11.22,-0.04,0.06,0.02
1/1/2017,HD,17889.09,0.58,98.50,-0.06,416024.00,98.73,2.43,190.70,1.44,8.92,0.18,6.45,18.64,0.02,-0.01,-0.03,0.00,118.98,132.27,130.21,126.65,128.43,66.37,6.62,10.38,0.13,0.02,0.04
2/1/2017,HD,17889.09,0.31,96.30,-0.04,416011.00,98.42,2.42,191.60,1.67,10.34,0.18,6.68,20.54,0.04,-0.02,-0.02,0.00,123.31,137.08,131.57,128.13,130.12,69.36,6.66,9.59,0.50,0.04,0.05
3/1/2017,HD,17889.09,0.08,96.90,-0.04,414942.00,99.07,2.48,191.50,1.67,10.34,0.18,6.68,20.54,0.00,0.01,-0.03,0.00,129.42,141.54,133.61,129.80,132.42,72.66,6.46,8.85,0.03,0.05,0.01
4/1/2017,HD,17979.22,0.30,97.00,-0.05,416702.00,100.05,2.30,193.00,1.67,10.34,0.18,6.68,20.54,0.01,0.01,-0.02,0.00,131.20,145.90,135.16,131.38,134.66,73.57,6.19,8.16,0.08,0.01,0.04
5/1/2017,HD,17979.22,0.09,97.10,-0.07,414274.00,100.14,2.30,192.80,2.25,11.93,0.19,6.96,19.01,0.01,-0.03,-0.04,0.00,137.10,150.81,136.78,133.40,137.48,76.57,6.31,7.57,0.08,0.04,0.00
6/1/2017,HD,17979.22,0.09,95.00,0.00,416360.00,100.31,2.19,193.60,2.25,11.93,0.19,6.96,19.01,0.01,0.02,0.01,0.00,136.64,153.20,138.37,135.03,139.76,74.74,6.69,7.11,-0.07,0.00,-0.03
7/1/2017,HD,18127.99,-0.07,93.40,-0.04,416487.00,100.14,2.32,193.50,2.25,11.93,0.19,6.96,19.01,0.02,-0.01,0.00,0.00,133.01,153.60,140.07,136.19,141.18,69.22,6.46,6.76,-0.35,-0.03,0.01
8/1/2017,HD,18127.99,0.30,96.80,-0.07,417014.00,99.69,2.21,193.80,1.84,16.71,0.19,7.20,20.48,0.00,-0.02,-0.02,0.00,133.73,152.02,141.32,137.12,142.50,69.64,6.19,6.52,0.11,0.01,0.06
9/1/2017,HD,18127.99,0.53,95.10,0.01,426455.00,99.78,2.20,194.80,1.84,16.71,0.19,7.20,20.48,0.03,0.04,0.03,0.00,141.27,153.45,143.08,138.88,144.68,73.79,6.68,6.47,-0.06,0.06,0.04
10/1/2017,HD,18310.30,-0.06,100.70,-0.03,426656.00,101.04,2.36,194.90,1.84,16.71,0.19,7.20,20.48,0.02,-0.02,0.00,0.00,146.86,158.35,145.87,141.10,147.40,76.59,7.64,6.59,-0.38,0.04,0.02
11/1/2017,HD,18310.30,0.00,98.50,0.01,430967.00,101.23,2.35,195.90,1.53,29.63,0.19,7.28,24.67,0.03,-0.01,0.00,0.00,150.08,164.19,149.15,143.08,150.23,78.02,8.57,6.80,0.06,0.02,0.10
12/1/2017,HD,18310.30,-0.06,95.90,0.00,434129.00,101.39,2.40,196.30,1.53,29.63,0.19,7.28,24.67,0.01,-0.01,0.00,0.00,165.41,172.92,153.64,145.59,154.87,83.14,9.72,7.16,0.09,0.10,0.07
1/1/2018,HD,18437.13,0.54,95.70,-0.09,431785.00,101.35,2.58,197.90,1.53,29.63,0.19,7.28,24.67,0.06,-0.03,-0.01,0.00,177.09,183.91,158.57,148.80,160.63,85.96,11.22,7.72,0.08,0.07,-0.06
2/1/2018,HD,18437.13,0.45,99.70,-0.03,434631.00,101.71,2.86,199.30,2.08,26.65,0.20,7.69,21.61,-0.04,0.00,-0.01,0.00,166.98,189.96,162.46,151.72,164.12,74.39,12.24,8.38,0.03,-0.06,-0.04
3/1/2018,HD,18437.13,0.23,101.40,-0.02,433239.00,102.28,2.84,199.30,2.08,26.65,0.20,7.69,21.61,-0.02,0.04,0.00,0.00,159.83,187.60,165.30,153.88,165.96,66.83,12.37,9.01,-0.09,-0.04,-0.01
4/1/2018,HD,18565.70,0.40,98.80,-0.02,435061.00,103.43,2.87,200.30,2.08,26.65,0.20,7.69,21.61,0.00,0.01,0.01,0.00,159.03,180.53,167.57,155.92,167.42,65.94,12.29,9.66,-0.18,-0.01,0.06
5/1/2018,HD,18565.70,0.42,98.00,0.02,439759.00,102.47,2.98,203.20,3.05,22.01,0.22,8.49,21.03,0.03,0.05,-0.03,0.00,167.87,180.48,170.44,158.81,169.98,69.82,12.34,10.34,-0.16,0.06,0.06
6/1/2018,HD,18565.70,0.16,98.20,-0.06,437527.00,103.25,2.91,204.20,3.05,22.01,0.22,8.49,21.03,0.00,0.01,-0.02,0.00,178.03,186.79,173.60,162.36,173.57,73.28,12.89,11.03,0.05,0.06,0.01
7/1/2018,HD,18699.75,0.01,97.90,-0.02,440422.00,103.46,2.89,204.30,3.05,22.01,0.22,8.49,21.03,0.03,-0.02,0.00,0.00,179.38,193.97,176.98,165.94,176.88,73.75,13.65,11.70,-0.38,0.01,0.00
8/1/2018,HD,18699.75,0.06,96.20,-0.03,439876.00,104.18,2.89,203.40,2.51,33.24,0.23,9.16,17.45,0.03,0.01,-0.04,0.00,178.95,197.70,180.62,169.13,179.67,73.18,14.18,12.32,-0.07,0.00,0.06
9/1/2018,HD,18699.75,0.12,100.10,-0.06,439346.00,104.17,3.00,203.60,2.51,33.24,0.23,9.16,17.45,0.00,-0.02,-0.02,0.00,189.79,201.68,185.06,172.77,183.55,76.68,14.74,12.88,-0.07,0.06,-0.10
10/1/2018,HD,18733.74,0.18,98.60,-0.01,444148.00,104.05,3.15,204.60,2.51,33.24,0.23,9.16,17.45,-0.08,-0.05,0.03,0.00,170.79,198.19,187.30,175.11,184.14,60.59,14.51,13.24,0.02,-0.10,-0.05
11/1/2018,HD,18733.74,-0.33,97.50,-0.01,445807.00,103.96,3.12,202.30,2.09,-24.43,0.24,9.73,17.24,0.02,-0.01,0.00,0.00,161.80,191.55,188.28,176.64,183.31,54.66,13.67,13.40,0.10,-0.05,-0.04
12/1/2018,HD,18733.74,-0.32,98.30,-0.19,436884.00,103.87,2.83,201.00,2.09,-24.43,0.24,9.73,17.24,-0.10,-0.02,-0.02,0.00,155.85,178.77,188.43,177.70,181.60,50.71,11.80,13.34,-0.08,-0.04,0.04
1/1/2019,HD,18835.41,0.19,91.20,0.01,439793.00,103.27,2.71,199.10,2.09,-24.43,0.24,9.73,17.24,0.08,0.03,0.00,0.00,162.45,175.35,187.86,178.79,181.07,54.18,9.52,13.03,0.21,0.04,0.06
2/1/2019,HD,18835.41,0.42,93.80,-0.08,440875.00,102.82,2.68,199.20,2.27,-25.04,0.24,9.92,18.91,0.03,0.02,-0.03,0.00,171.44,178.56,187.05,180.44,181.93,58.47,8.25,12.58,-0.16,0.06,-0.01
3/1/2019,HD,18835.41,0.56,98.40,0.01,446954.00,102.90,2.57,200.80,2.27,-25.04,0.24,9.92,18.91,0.01,-0.03,-0.04,0.00,170.36,183.57,186.95,182.20,182.41,57.27,7.44,11.97,-0.07,-0.01,0.10
4/1/2019,HD,18962.18,0.53,97.20,-0.04,447230.00,102.38,2.53,202.10,2.27,-25.04,0.24,9.92,18.91,0.04,-0.02,0.02,0.00,186.63,191.88,188.85,184.77,185.10,63.96,7.21,11.26,0.03,0.10,-0.05
5/1/2019,HD,18962.18,0.21,100.00,-0.02,448985.00,102.58,2.40,201.70,3.17,-45.84,0.23,10.04,19.73,-0.07,-0.01,-0.02,0.00,178.23,193.88,190.13,186.51,186.22,58.69,6.47,10.40,0.19,-0.05,0.05
6/1/2019,HD,18962.18,0.02,98.20,-0.02,448992.00,102.59,2.07,200.30,3.17,-45.84,0.23,10.04,19.73,0.07,0.00,-0.01,0.00,187.87,199.61,191.37,188.38,188.42,62.07,5.53,9.38,-0.06,0.05,0.06
7/1/2019,HD,19130.93,0.17,98.40,-0.02,453667.00,102.20,2.06,200.70,3.17,-45.84,0.23,10.04,19.73,0.01,-0.02,0.00,0.00,198.63,203.45,192.69,190.66,191.85,65.84,4.95,8.32,0.00,0.06,0.00
8/1/2019,HD,19130.93,-0.01,89.80,0.01,455967.00,102.91,1.63,199.20,2.53,-49.35,0.22,10.06,21.75,-0.03,-0.02,-0.05,0.00,197.66,209.99,193.83,192.07,194.69,65.20,4.37,7.28,-0.11,0.00,0.08
9/1/2019,HD,19130.93,0.08,93.20,-0.05,452048.00,102.58,1.70,198.40,2.53,-49.35,0.22,10.06,21.75,0.01,-0.01,0.07,0.00,214.10,218.93,196.27,193.64,199.33,70.07,3.60,6.37,-0.04,0.08,0.02
10/1/2019,HD,19215.69,0.23,95.50,-0.03,453451.00,101.78,1.71,198.60,2.53,-49.35,0.22,10.06,21.75,0.02,0.00,-0.02,0.00,217.42,225.21,198.12,195.95,203.82,71.01,3.85,5.74,-0.10,0.02,-0.02
11/1/2019,HD,19215.69,-0.05,96.80,0.00,455933.00,102.10,1.81,199.00,2.28,-17.44,0.22,10.25,20.89,0.04,0.01,-0.02,0.00,213.82,230.55,201.29,198.51,207.19,68.46,4.60,5.34,0.06,-0.02,-0.05
12/1/2019,HD,19215.69,-0.09,99.30,-0.01,458923.00,101.76,1.86,199.00,2.28,-17.44,0.22,10.25,20.89,0.03,0.01,0.02,0.00,203.47,226.31,204.29,200.50,208.47,60.96,5.51,5.12,-0.14,-0.05,0.05
1/1/2020,HD,18989.88,0.39,99.80,0.03,456113.00,101.30,1.76,199.30,2.28,-17.44,0.22,10.25,20.89,0.00,-0.03,-0.06,0.00,213.37,224.37,208.65,202.53,210.97,64.50,6.39,5.03,-0.03,0.05,0.05
2/1/2020,HD,18989.88,0.27,101.00,-0.01,457898.00,101.70,1.50,196.70,2.08,-17.83,0.20,10.06,20.66,-0.08,0.01,-0.04,0.00,223.75,227.42,213.31,204.60,214.61,67.83,7.41,5.14,-0.01,0.05,-0.17
3/1/2020,HD,18989.88,-0.22,89.10,-0.65,432392.00,97.87,0.87,193.10,2.08,-17.83,0.20,10.06,20.66,-0.13,-0.05,-0.14,0.00,184.87,220.49,213.96,204.48,212.13,48.94,7.89,5.40,0.38,-0.17,0.03
